Player,BankIni,BankInc,BankIncBet,TotalGames,TotalBet,TotalB,TotalR,TotalC,TotalK,PreflopVCom,FlopVCom,TurnVCom,RiverVCom,FlopVSim,TurnVSim,RiverVSim
Felicity,-211.88238842,-144.866658625,-544.004571773,-51.3407720145,-410.731604343,-80.3576598311,-77.6646562123,-86.1924004825,-46.8130277443,-0.0147424211915,-0.0202913691223,-0.0408949370651,-0.0572429428611,-0.0185129854249,-0.0433708346648,-0.0239411559849
Kay,-135.36238842,-97.8866586248,-742.024571773,-92.3407720145,-697.731604343,-175.357659831,-104.664656212,-152.192400483,-117.813027744,0.0013570458305,-0.0104630213541,0.0104254493439,0.0182524602036,0.0137842675094,0.024901055139,0.0380411915369
III,-170.88238842,-41.3466586248,-792.024571773,-96.3407720145,-593.731604343,-165.357659831,-75.6646562123,-149.192400483,-141.813027744,-0.0237044092779,-0.0458497086606,-0.0417290398202,-0.0340176636354,0.00694473245488,-0.000743668111009,-0.0153317759004
Darla,-130.90238842,-137.606658625,-927.524571773,-128.340772014,-849.731604343,-211.357659831,-112.664656212,-219.192400483,-186.813027744,0.113354414252,0.0558738207512,-0.0128613927613,0.149623512835,-0.0364130178775,-0.105154934911,0.135947185879
Fox_UK,-127.70238842,-147.186658625,-934.284571773,-125.340772014,-836.731604343,-208.357659831,-110.664656212,-216.192400483,-180.813027744,-0.0171555857484,0.00584382075115,0.0105686072387,-0.0413464871649,0.0819050785925,0.058149848599,-0.017785460971
nipper,-163.00238842,-225.366658625,-784.524571773,-100.340772014,-649.731604343,-158.357659831,-86.6646562123,-184.192400483,-155.813027744,0.00866441425156,0.00736715408449,0.001501940572,-0.00975982049819,-0.0461141675775,-0.034902308181,-0.0243429814343
sippy,-152.14238842,-71.7666586248,-751.024571773,-105.340772014,-692.731604343,-171.357659831,-83.6646562123,-196.192400483,-158.813027744,0.0386324142516,0.0542358207512,0.0230486072387,0.0199375128351,0.100506611509,0.069023551915,0.019650467225
Snaps,312.25761158,16.8333413752,-916.024571773,-119.340772014,-765.731604343,-200.357659831,-99.6646562123,-201.192400483,-177.813027744,0.0680589597061,0.0450965480239,0.0266431526932,-0.0484628508012,-0.0342352237093,-0.0173380598792,-0.040650096371
MattD,39.2976115802,393.993341375,892.235428227,117.659227986,758.268395657,193.642340169,108.335343788,143.807599517,177.186972256,0.0331213497354,0.0193371272028,0.0135636072387,0.0203727063835,0.0301468659935,0.015162210285,0.00805594722135
TiltNtuna,748.09761158,-155.366658625,-927.784571773,-128.340772014,-849.731604343,-211.357659831,-109.664656212,-225.192400483,-186.813027744,-0.0506455857484,-0.112926179249,0.106088607239,0.0122235128351,-0.305843097577,-0.052771096711,-0.143804137721
